iter	RMSE
224	28.26513452
225	28.25290215
226	28.2413362
227	28.22792287
228	28.22624889
229	28.21496556
230	28.20581807
231	28.19723553
232	28.18131988
233	28.16996864
234	28.15640661
235	28.14630844
236	28.13794211
237	28.12972173
238	28.11754657
239	28.10156548
240	28.08861206
241	28.07407483
242	28.07251675
243	28.06412752
244	28.05943278
245	28.04878906
246	28.03991023
247	28.0304338
248	28.02327441
249	28.01092944
250	28.00641536
251	28.00497913
252	27.99260526
253	27.99126758
254	27.98195927
255	27.97266584
256	27.96236523
257	27.95084037
258	27.93697894
259	27.92893973
260	27.92379963
261	27.91221635
262	27.9041353
263	27.89792151
264	27.89279009
265	27.88572744
266	27.87360335
267	27.86161567
268	27.85122487
269	27.83883883
270	27.82799583
271	27.81789271
272	27.8113542
273	27.80464828
274	27.79396369
275	27.78483153
276	27.77544245
277	27.77134227
278	27.76795241
279	27.75523554
280	27.74550745
281	27.74113312
282	27.73066821
283	27.7225068
284	27.71639543
285	27.70544706
286	27.69259898
287	27.68939397
288	27.6796332
289	27.67059719
290	27.66771014
291	27.66135859
292	27.65038633
293	27.64338767
294	27.62996159
295	27.61955177
296	27.61012772
297	27.60279157
298	27.59293199
299	27.59195973
300	27.58031293
301	27.57078926
302	27.56624282
303	27.55854768
304	27.55178992
305	27.54276107
306	27.5351732
307	27.52990556
308	27.52045113
309	27.51271762
310	27.5073259
311	27.49994059
312	27.48884533
313	27.48699376
314	27.48095262
315	27.46940544
316	27.46175164
317	27.46058092
318	27.45098975
319	27.4484509
320	27.44501929
321	27.4361417
322	27.42789585
323	27.42090046
324	27.41461408
325	27.40727673
326	27.39690548
327	27.39302101
328	27.38855
329	27.37175643
330	27.3613611
331	27.35544093
332	27.3487245
333	27.34310044
334	27.33480233
335	27.32590761
336	27.32323941
337	27.32025498
338	27.31160625
339	27.3059209
340	27.29627513
341	27.29539771
342	27.28562802
343	27.28039611
344	27.27248242
345	27.26899363
346	27.26716042
347	27.25910529
348	27.25307444
349	27.24370924
350	27.24075031
351	27.23574528
352	27.22475893
353	27.21752144
354	27.20963065
355	27.2044374
356	27.1985899
357	27.19239952
358	27.18684615
359	27.18052514
360	27.17678922
361	27.1713092
362	27.16361433
363	27.15814115
364	27.15077451
365	27.14005946
366	27.13117746
367	27.12232571
368	27.1121442
369	27.10607139
370	27.09439764
371	27.08751763
372	27.08240311
373	27.07406951
374	27.06805437
375	27.06127185
376	27.05623823
377	27.04735062
378	27.0393642
379	27.0316195
380	27.02348735
381	27.02205263
382	27.01912916
383	27.0104059
384	27.00281088
385	26.99620211
386	26.99264012
387	26.98038398
388	26.96700952
389	26.95679214
390	26.94647256
391	26.9393382
392	26.9351644
393	26.93001937
394	26.92308819
395	26.91397526
396	26.90779137
397	26.90653128
398	26.89536686
399	26.89460903
400	26.88873338
401	26.88076273
402	26.86826173
403	26.86170917
404	26.85627736
405	26.85165109
406	26.84954445
407	26.83965392
408	26.83582021
409	26.8269779
410	26.82447543
411	26.82303983
412	26.81745078
413	26.81242507
414	26.80638619
415	26.80006424
416	26.79446678
417	26.78420116
418	26.77688197
419	26.77203856
420	26.76511849
421	26.7618675
422	26.75961476
423	26.75079421
424	26.74431161
425	26.73881948
426	26.73133687
427	26.72290434
428	26.71644268
429	26.71335907
430	26.71097746
431	26.6997303
432	26.69233922
433	26.68398974
434	26.67570439
435	26.67286935
436	26.66876635
437	26.66327487
438	26.65542692
439	26.64877111
440	26.63950235
441	26.63153907
442	26.62533717
443	26.61909153
444	26.612579
445	26.60758575
446	26.60005949
447	26.59224514
448	26.58660856
449	26.57760385
450	26.574226
451	26.56937804
452	26.56555991
453	26.561406
454	26.55319475
455	26.54314281
456	26.53751851
457	26.53526534
458	26.52668644
459	26.52175015
460	26.51530188
461	26.50783081
462	26.50336906
463	26.49688555
464	26.49082987
465	26.48455861
466	26.4786539
467	26.47293495
468	26.46748134
469	26.46252474
470	26.45839503
471	26.45312895
472	26.44771544
473	26.44125758
474	26.43424741
475	26.43322998
476	26.42655593
477	26.41679472
478	26.41092646
479	26.40475479
480	26.3974182
481	26.39373162
482	26.38858389
483	26.37960255
484	26.37457994
485	26.36869911
486	26.36701783
487	26.35716999
488	26.35406287
489	26.34822998
490	26.34268965
491	26.33648241
492	26.32785823
493	26.32555476
494	26.32158839
495	26.31717803
496	26.31143463
497	26.30364547
498	26.2985409
499	26.29250312
500	26.28774278
501	26.28195659
502	26.28023348
503	26.27358364
504	26.26808489
505	26.26386304
506	26.25865655
507	26.25453758
508	26.24928905
509	26.24207797
510	26.23894965
511	26.23258425
512	26.2239019
513	26.21713865
514	26.2125008
515	26.20539272
516	26.20040265
517	26.19331208
518	26.19046119
519	26.18601253
520	26.18132479
521	26.1752763
522	26.16899182
523	26.16235241
524	26.15858835
525	26.15718818
526	26.15016549
527	26.14541037
528	26.13995727
529	26.13544218
530	26.13181047
531	26.12152167
532	26.11432396
533	26.11309624
534	26.10946424
535	26.10772979
536	26.10211173
537	26.09919008
538	26.09724679
539	26.0927178
540	26.08736471
541	26.07764262
542	26.07443606
543	26.0706799
544	26.06340636
545	26.05659381
546	26.05136044
547	26.04763697
548	26.04332845
549	26.03947021
550	26.03416355
551	26.02794052
552	26.02521836
553	26.02060582
554	26.01908383
555	26.0151032
556	26.00594069
557	26.00367689
558	25.99780271
559	25.98924266
560	25.98329147
561	25.97496267
562	25.96687812
563	25.96188982
564	25.95722556
565	25.9507933
566	25.94193117
567	25.93462172
568	25.93048451
569	25.92653083
570	25.92434182
571	25.91697189
572	25.91173861
573	25.90304264
574	25.90071711
575	25.89835317
576	25.89337917
577	25.89005793
578	25.88475404
579	25.88400374
580	25.88056048
581	25.87587832
582	25.87119362
583	25.86713762
584	25.86361796
585	25.86247126
586	25.8580898
587	25.85530978
588	25.84918556
589	25.84407828
590	25.8417119
591	25.83611105
592	25.83466711
593	25.82975571
594	25.82286917
595	25.81873145
596	25.81462522
597	25.81030178
598	25.80425344
599	25.79980634
600	25.79839259
601	25.79577988
602	25.78946215
603	25.78440058
604	25.78390336
605	25.77818699
606	25.77770975
607	25.77262995
608	25.76767767
609	25.76600367
610	25.76237754
611	25.76044342
612	25.7569997
613	25.75375329
614	25.7488701
615	25.74692926
616	25.74333498
617	25.73828504
618	25.73356805
619	25.72867931
620	25.72642991
621	25.72372935
622	25.71842714
623	25.71324529
624	25.7058745
625	25.70196494
626	25.69640759
627	25.69160852
628	25.68663702
629	25.68536047
630	25.68083313
631	25.67430891
632	25.67035849
633	25.66766572
634	25.66651567
635	25.66253233
636	25.6587944
637	25.65823527
638	25.65261992
639	25.64628638
640	25.64503725
641	25.63982813
642	25.63376149
643	25.6318386
644	25.62912878
645	25.62265311
646	25.61954435
647	25.61395362
648	25.6108179
649	25.60912479
650	25.60386048
651	25.60342689
652	25.59979407
653	25.5942147
654	25.58951836
655	25.58710698
656	25.58352599
657	25.57582857
658	25.57251999
659	25.56857589
660	25.56514749
661	25.56132693
662	25.55675711
663	25.55388765
664	25.55125673
665	25.54743702
666	25.54701591
667	25.54125708
668	25.53759467
669	25.53329384
670	25.53012661
671	25.52834472
672	25.52392814
673	25.52015446
674	25.51727951
675	25.51079894
676	25.50658747
677	25.50280944
678	25.49829966
679	25.49350477
680	25.49220442
681	25.49106534
682	25.48994672
683	25.48597165
684	25.4831412
685	25.48070506
686	25.47504943
687	25.47159963
688	25.46796905
689	25.46650355
690	25.46364615
691	25.46027526
692	25.45637296
693	25.4536443
694	25.45022957
695	25.44594826
696	25.44248771
697	25.43845787
698	25.43475613
699	25.43308786
700	25.42847955
701	25.41959607
702	25.41281524
703	25.41175265
704	25.407759
705	25.405047
706	25.40268981
707	25.39984247
708	25.39715075
709	25.39171171
710	25.39021595
711	25.38746061
712	25.38173439
713	25.38071496
714	25.37739834
715	25.37228313
716	25.36860119
717	25.36370812
718	25.35839189
719	25.35473858
720	25.34937825
721	25.34694038
722	25.34227694
723	25.33914468
724	25.338044
725	25.33512053
726	25.33350764
727	25.33201531
728	25.32819441
729	25.32492242
730	25.32309244
731	25.31832446
732	25.31219913
733	25.30891031
734	25.30502854
735	25.29977528
736	25.29561913
737	25.29247661
738	25.28839014
739	25.28528538
740	25.27923941
741	25.2781419
742	25.27392491
743	25.26882825
744	25.2647714
745	25.26110033
746	25.25606875
747	25.25438128
748	25.25158201
749	25.25076966
750	25.24682717
751	25.24382334
752	25.23973982
753	25.23701006
754	25.23377578
755	25.23315174
756	25.22781291
757	25.22248642
758	25.21846336
759	25.21218291
760	25.20831577
761	25.20380425
762	25.20027111
763	25.19518083
764	25.19261765
765	25.19138912
766	25.18745737
767	25.18322028
768	25.1798534
769	25.17650042
770	25.17419988
771	25.17010314
772	25.16588391
773	25.16218156
774	25.15906945
775	25.15466995
776	25.15184253
777	25.14835071
778	25.14360854
779	25.14129037
780	25.13777723
781	25.13199789
782	25.1291788
783	25.12742414
784	25.12316633
785	25.11830112
786	25.11631268
787	25.11338747
788	25.1092931
789	25.10371813
790	25.09579466
791	25.09092808
792	25.08998727
793	25.08736675
794	25.08399235
795	25.08201048
796	25.07946727
797	25.07690441
798	25.07453136
799	25.07127575
800	25.06813217
801	25.06333606
802	25.06054809
803	25.05911941
804	25.0556109
805	25.05248911
806	25.04875581
807	25.04668648
808	25.04375532
809	25.03964651
810	25.03595783
811	25.03458164
812	25.02756086
813	25.02327417
814	25.01987272
815	25.01589357
816	25.01563404
817	25.01403432
818	25.01321887
819	25.01037346
820	25.00898544
821	25.00779053
822	25.00642021
823	25.00137777
824	24.99805274
825	24.99490236
826	24.99310708
827	24.99012028
828	24.98616161
829	24.98582524
830	24.98467585
831	24.98404376
832	24.98340596
833	24.98098328
834	24.98050959
835	24.97688716
836	24.97236794
837	24.96988483
838	24.96874286
839	24.96648165
840	24.96438408
841	24.96211353
842	24.95954459
843	24.95655367
844	24.95584905
845	24.95465349
846	24.95058742
847	24.94708666
848	24.94626901
849	24.9423117
850	24.93742313
851	24.93444259
852	24.93351351
853	24.93110823
854	24.9305218
855	24.92744897
856	24.92378039
857	24.92286558
858	24.92027421
859	24.91551571
860	24.91084837
861	24.90805267
862	24.90347626
863	24.9030754
864	24.89947982
865	24.89921128
866	24.8945457
867	24.88985977
868	24.88764998
869	24.88284228
870	24.87549449
871	24.87300785
872	24.86678064
873	24.86603743
874	24.8630379
875	24.86004733
876	24.85529114
877	24.85411822
878	24.85091893
879	24.85008086
880	24.84625292
881	24.84592922
882	24.84334632
883	24.84257397
884	24.84004396
885	24.83616818
886	24.83271677
887	24.82979828
888	24.82748076
889	24.82281776
890	24.82086138
891	24.8179158
892	24.81420385
893	24.81349504
894	24.81045306
895	24.80773669
896	24.80615511
897	24.80494653
898	24.80114988
899	24.79909166
900	24.79314158
901	24.790832
902	24.78857153
903	24.78422131
904	24.78108363
905	24.77773241
906	24.77508263
907	24.7721481
908	24.77013524
909	24.76695435
910	24.7639631
911	24.76083685
912	24.757554
913	24.75462441
914	24.75228766
915	24.74648199
916	24.74030765
917	24.73378538
918	24.73027953
919	24.72686389
920	24.71935238
921	24.71767527
922	24.71416764
923	24.71022393
924	24.70418581
925	24.70179869
926	24.69941337
927	24.6952966
928	24.692757
929	24.690202
930	24.68820034
931	24.68716464
932	24.68475102
933	24.68042337
934	24.67517037
935	24.67418314
936	24.66838497
937	24.66546187
938	24.66243445
939	24.65715244
940	24.65299884
941	24.65061313
942	24.6464015
943	24.64314127
944	24.64276186
945	24.63713167
946	24.6315465
947	24.63009372
948	24.62573982
949	24.62063907
950	24.61838957
951	24.61441937
952	24.61387968
953	24.61064091
954	24.60845598
955	24.60521886
956	24.60186824
957	24.5998364
958	24.5973886
959	24.59656859
960	24.59185117
961	24.5878842
962	24.58331824
963	24.57984785
964	24.57821642
965	24.5734602
966	24.5690682
967	24.56372271
968	24.56093109
969	24.55694628
970	24.55453537
971	24.5535598
972	24.55260297
973	24.5468103
974	24.54494088
975	24.54083574
976	24.53818358
977	24.5334135
978	24.53119289
979	24.52954583
980	24.52925885
981	24.52775983
982	24.52447803
983	24.52307546
984	24.52068015
985	24.51652192
986	24.51323591
987	24.51112273
988	24.50728159
989	24.50519948
990	24.50126028
991	24.49892884
992	24.49645525
993	24.49131811
994	24.48936088
995	24.48691567
996	24.48437452
997	24.48283733
998	24.48051794
999	24.47673561
